X,Y
37.4540118847363,131.939405665283
95.0714306409916,296.035261839357
73.1993941811405,248.536834660923
59.8658484197037,125.418715349316
15.6018640442437,57.7324987474144
15.5994520336203,63.483533182721
5.80836121681995,34.0806070631331
86.6176145774935,258.44591543939
60.1115011743209,171.25295469559
70.8072577796046,213.845279084928
2.05844942958025,17.7929959135498
96.9909852161994,340.778124862598
83.2442640800422,248.157966143188
21.2339110678276,84.9236674354427
18.1824967207101,69.3136613287844
18.3404509853434,80.0592901745816
30.4242242959538,93.6874884377447
52.4756431632238,166.917717717221
43.1945018642116,137.382779500556
29.1229140198042,75.9153600626375
61.185289472238,217.388577428471
13.9493860652042,56.9686343052897
29.2144648535218,103.581895146861
36.6361843293692,121.735388279818
45.6069984217036,114.629875782208
78.5175961393014,240.118349520467
19.967378215836,69.5160196528848
51.4234438413612,148.151269828984
59.2414568862043,193.457589694079
4.64504127199977,26.0653051301691
60.7544851901438,277.75467478507
17.0524123687292,66.4729822070305
6.50515929852795,31.8887697994813
94.8885537253333,309.122370143269
96.5632033074559,200.421325807273
80.8397348116461,267.315391614776
30.4613769173371,108.650611016646
9.76721140063839,56.6528406059461
68.4233026512157,220.530906076531
44.0152493739601,159.343314138029
12.2038234844779,48.7811207117266
49.517691011127,131.419658942273
3.43885211152184,23.5195258920957
90.9320402078782,344.74240371283
25.8779981600017,105.910601004858
66.2522284353982,183.447805942813
31.1711076089411,137.732601897027
52.0068021177811,129.762060651306
54.671027934328,205.481100953762
18.4854455525527,95.0680166201323
96.9584627764559,258.800918062956
77.5132823361115,229.949322162918
93.9498941564189,316.631491830158
89.4827350427649,267.51122985988
59.7899978811085,141.990928734583
92.1874235023117,309.044967364211
8.84925020519195,32.3012221883474
19.5982862419145,78.6547399853856
4.52272889105381,21.8114162610975
32.5330330763264,146.377108893571
38.8677289689482,114.893035625075
27.1349031773896,91.238661009628
82.8737509151929,318.344305800627
35.6753326693589,96.0577084077889
28.0934509687381,103.98872919286
54.2696083158249,229.063146794816
14.0924224974763,40.5976189365343
80.219698075404,276.182248168306
7.45506436797708,35.0961694714478
98.6886936600517,375.184349561287
77.2244769296657,195.983688328314
19.8715681534172,56.795710199393
0.55221171236024,11.9515397168016
81.5461428454834,286.447148040838
70.6857343847617,247.526363525529
72.9007168040987,259.446340370125
77.1270346685946,223.239605162424
7.40446517340904,34.7949057786044
35.8465728544273,131.432645144233
11.586905952513,41.7807405215034
86.3103425875594,389.255904118936
62.3298126827558,228.357107594966
33.0898024852649,90.6585696024855
6.35583502860236,33.0093578028301
31.0982321715662,90.1153817495884
32.5183322026747,130.439257362868
72.9606178338064,297.574360597075
63.7557471355213,180.531533638516
88.7212742576327,348.610130601027
47.2214925161949,173.583740181206
11.9594245938302,54.562233257086
71.3244787222995,324.82250517978
76.0785048616897,241.503208532559
56.1277197569496,162.533188211848
77.0967179954561,212.819165979874
49.3795596364391,142.232605160784
52.2732829381994,174.695075340656
42.754101835855,156.147939489337
2.54191267440952,18.5842478219245
10.7891426993304,50.2369994297585
